<Centering_Scaling_PC_loadings_Parameters>,H_valency,0.99402109,0.002517194,0,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,H_sumOFBondIndices,-0.127139744,0.003286914,1,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,H_mullikenCharge,0.866880897,0.004669632,2,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,H_AlphaSpin_S,0.417892821,0.002296518,3,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,H_AlphaSpin_D,0.015547244,5.70E-05,4,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,H_TotalSpinPopulation_S,0.835785769,0.004593064,5,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,H_TotalSpinPopulation_P,0.031094744,0.000113532,6,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,H_LargeBondIndices,0.979376538,0.002446676,7,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,H_angles1,0.257363527,0.179002472,8,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,H_EffectiveAtomPolarizabilityDescriptor,3.186524359,0.183118185,9,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,H_PartialSigmaChargeDescriptor,0.123504591,0.000201245,10,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,H_SigmaElectronegativityDescriptor,7.928704717,0.001031638,11,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,H_BondLength,1.062429221,0.000331541,12,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,C_valency,3.754944615,0.009358345,13,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,C_sumOFBondIndices,2.529721667,0.028942425,14,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,C_mullikenCharge,6.284665769,0.026338409,15,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,C_AlphaSpin_S,1.674137244,0.006228618,16,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,C_AlphaSpin_P,0.022944231,0.000627441,17,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,C_AlphaSpin_D,1.445251026,0.012701119,18,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,C_TotalSpinPopulation_S,3.348274551,0.012456994,19,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,C_TotalSpinPopulation_P,2.890503077,0.025403534,20,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,C_TotalSpinPopulation_D,0.045888462,0.001255654,21,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,C_EffectiveAtomPolarizabilityDescriptor,4.707048717,0.366236371,22,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,C_PartialSigmaChargeDescriptor,-0.116824457,0.00243785,23,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,C_PiElectronegativityDescriptor,5.080070543,0.01824528,24,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,C_SigmaElectronegativityDescriptor,9.299926568,0.022256863,25,,,,,,,,,,,,,,,,,,,,,,,
<PC_Loadings>,PC_a,0.036310533,-0.275860601,-0.174632888,-0.178921773,0.054350053,-0.178910637,0.055640975,0.172259379,-0.06029489,0.185611808,0.260571361,0.268150548,-0.008236472,-0.046379941,-0.197004233,-0.232959579,-0.203265641,0.26777346,-0.155095803,-0.203249838,-0.155094596,0.267857161,0.185611808,0.264557784,0.264359116,0.265775621
<PC_Loadings>,PC_b,0.275115328,0.19240076,0.283736938,0.2814673,0.283217427,0.28147216,0.284540601,0.107353249,-0.093712572,-0.006866558,0.086883586,0.126811956,-0.357320347,0.138488153,0.055409381,0.110099403,-0.264666163,0.052212242,0.241379163,-0.264683784,0.241371789,0.052279553,-0.006866558,0.079442213,0.079426945,0.079825437
<PC_Loadings>,PC_c,0.031898577,-0.146318768,-0.08584442,-0.08751222,0.004590793,-0.087466055,0.0089331,0.272995515,0.027270485,0.403321883,-0.03343831,0.037329061,-0.042084407,-0.425522738,0.358176986,0.242390594,0.062871046,-0.183236689,0.229557346,0.062873947,0.229546165,-0.183194261,0.403321883,0.022344692,0.022348666,0.019037495
<PC_Loadings>,PC_d,-0.232631985,0.081413737,-0.06794203,-0.069477886,0.008728734,-0.069554569,0.011405749,-0.127873548,0.385646807,-0.322949233,0.189030759,0.176294682,-0.263891219,-0.251372761,0.24527079,0.180170233,0.180287282,0.117747137,0.092606837,0.18023812,0.092590024,0.117723354,-0.322949233,0.222884725,0.222721221,0.222928528
<PC_Loadings>,PC_e,0.180194492,-0.099214658,0.027013616,0.029962127,-0.090585217,0.029960421,-0.102102218,0.147372989,0.867958332,0.078948647,-0.026177456,-0.017186129,0.11921343,0.270552112,-0.104398776,-0.01860532,-0.135532004,-0.051007857,0.049758403,-0.135595458,0.0497563,-0.051836952,0.078948647,-0.028074611,-0.028009617,-0.028108958
<PC_Loadings>,PC_f,-0.254548655,0.191790063,-0.002355726,-0.009431582,0.306986712,-0.009692877,0.297124066,-0.473154093,0.261471962,0.22436933,-0.176965612,-0.052014651,-0.143131405,-0.322025756,-0.050182874,-0.169547313,-0.119796708,0.100453213,-0.12200177,-0.119896049,-0.122035827,0.101503562,0.22436933,-0.133159564,-0.132926441,-0.137882569
<PC_Loadings>,PC_g,0.006127991,-0.365158387,-0.253739005,-0.266789699,0.360209625,-0.266884632,0.355293826,0.240315679,0.012228993,-0.231520266,0.013148986,-0.064563888,-0.245211076,0.100317721,-0.033762127,-0.001436762,-0.035682896,-0.132292177,0.022634164,-0.035752708,0.022608981,-0.133208164,-0.231520266,-0.206984311,-0.20674867,-0.196625141
<PC_Loadings>,PC_h,-0.038360118,-0.101290889,-0.091864285,-0.091085473,-0.121566344,-0.090798957,-0.103358415,-0.364014059,-0.078243688,-0.130078946,0.324941876,0.044785135,0.373990493,-0.148616557,0.112194599,0.070447823,-0.389922225,-0.02343565,0.265369732,-0.389845202,0.265459552,-0.024286927,-0.130078946,-0.110905933,-0.110690585,-0.087513145
<PC_Loadings>,PC_i,0.015097642,-0.140233972,-0.090799562,-0.087495268,-0.21065393,-0.087269008,-0.202581683,0.051156922,-0.055325717,-0.055418438,-0.611751129,-0.199528954,-0.223525962,-0.005108094,0.087451958,0.094355235,-0.151804852,0.374643454,0.153739226,-0.151946418,0.153708097,0.377188175,-0.055418438,-0.014740288,-0.014854139,-0.047989357
<PC_Loadings>,PC_j,-0.138845947,-0.079505184,-0.130411901,-0.130462301,-0.095350212,-0.130604435,-0.120107049,-0.43346542,-0.070015937,0.237395674,0.155660908,0.08038926,-0.395132278,0.569486448,-0.035368393,0.163432006,0.0921769,-0.05344956,0.127090183,0.092165054,0.126923714,-0.05381489,0.237395674,0.004306141,0.004425344,0.012193478
<PC_Loadings>,PC_k,0.039002417,0.05013164,0.056571576,0.060190906,-0.128516211,0.060139807,-0.098284074,0.203552012,0.040730951,0.076391626,0.574586671,-0.274603109,-0.195400484,-0.092891155,0.054674634,0.026982377,0.099938682,0.324428311,-0.03684383,0.099783883,-0.036766296,0.320793971,0.076391626,-0.284704304,-0.284322335,-0.23619772
<PC_Loadings>,PC_l,-0.155260858,0.117455218,-0.001255323,0.006565152,-0.304509365,0.007409264,-0.302584038,0.129104019,-0.011670922,-0.059876914,0.053068043,-0.066904032,-0.531784902,-0.230560274,-0.140079751,-0.235693436,-0.252122142,-0.301652261,-0.106105491,-0.251924181,-0.105941226,-0.307483833,-0.059876915,0.007972422,0.007448612,0.012211434
<PC_Loadings>,PC_m,0.660439211,-0.41835804,0.059747044,0.062178594,-0.009318295,0.061728586,-0.05424636,-0.427223742,0.017334571,-0.04119784,0.031195343,-0.206880295,-0.172602229,-0.236024154,0.024534905,-0.056406218,0.092664064,-0.055079203,-0.100978686,0.09203032,-0.101079675,-0.056189464,-0.041197841,0.060349825,0.059652151,0.066249828
<PC_Loadings>,PC_n,-0.166706934,0.068005079,-0.041398074,-0.04368162,0.19198156,-0.043721505,0.047435211,0.022035318,-0.001346316,0.029076867,0.122914659,-0.832985732,0.096325679,0.094637588,-0.009789234,0.023011684,-0.062810893,-0.0498464,0.057041869,-0.063197218,0.056941029,-0.044137201,0.029076869,0.237936594,0.236610484,0.247922499
